d-600	V1st-600	V-600	
3.724000E-1	5.937610E-3	1.234060E-3
4.468800E+0	5.938560E-3	1.234060E-3
8.192800E+0	5.940470E-3	1.234060E-3
1.266160E+1	5.960020E-3	1.235020E-3
1.638560E+1	6.012950E-3	1.236210E-3
2.048200E+1	6.103550E-3	1.237400E-3
2.457840E+1	6.220850E-3	1.238590E-3
2.830240E+1	6.348160E-3	1.240260E-3
3.239880E+1	6.514100E-3	1.242410E-3
3.649520E+1	6.715800E-3	1.245740E-3
4.059160E+1	6.966620E-3	1.248370E-3
4.468800E+1	7.231740E-3	1.251470E-3
4.841200E+1	7.517370E-3	1.254570E-3
5.250840E+1	7.842120E-3	1.258380E-3
5.660480E+1	8.162080E-3	1.261960E-3
6.032880E+1	8.491580E-3	1.265770E-3
6.442520E+1	8.827750E-3	1.269590E-3
6.852160E+1	9.151040E-3	1.273640E-3
7.261800E+1	9.460990E-3	1.277690E-3
7.671440E+1	9.747090E-3	1.281750E-3
8.081080E+1	1.002700E-2	1.285800E-3
8.490720E+1	1.026830E-2	1.290330E-3
8.900360E+1	1.048380E-2	1.294860E-3
9.310000E+1	1.065160E-2	1.298910E-3
9.682400E+1	1.078180E-2	1.302960E-3
1.009204E+2	1.088100E-2	1.307020E-3
1.050168E+2	1.092150E-2	1.311070E-3
1.094856E+2	1.092150E-2	1.315120E-3
1.132096E+2	1.092150E-2	1.318940E-3
1.173060E+2	1.085380E-2	1.322280E-3
1.214024E+2	1.074460E-2	1.325610E-3
1.254988E+2	1.059970E-2	1.328240E-3
1.295952E+2	1.042710E-2	1.330860E-3
1.333192E+2	1.022630E-2	1.333480E-3
1.374156E+2	9.996950E-3	1.335630E-3
1.415120E+2	9.741840E-3	1.337770E-3
1.456084E+2	9.465280E-3	1.339920E-3
1.497048E+2	9.182510E-3	1.341830E-3
1.534288E+2	8.911670E-3	1.343020E-3
1.575252E+2	8.620800E-3	1.343970E-3
1.616216E+2	8.345660E-3	1.345170E-3
1.657180E+2	8.085310E-3	1.345880E-3
1.698144E+2	7.844510E-3	1.346360E-3
1.739108E+2	7.605580E-3	1.346360E-3
1.780072E+2	7.382420E-3	1.346600E-3
1.824760E+2	7.212670E-3	1.346360E-3
1.862000E+2	7.076290E-3	1.346120E-3
1.902964E+2	6.973300E-3	1.345640E-3
1.943928E+2	6.903200E-3	1.344930E-3
1.981168E+2	6.872210E-3	1.344210E-3
2.022132E+2	6.877450E-3	1.343260E-3
2.063096E+2	6.919890E-3	1.342070E-3
2.100336E+2	6.992370E-3	1.340400E-3
2.141300E+2	7.098230E-3	1.338490E-3
2.182264E+2	7.250820E-3	1.336340E-3
2.226952E+2	7.420570E-3	1.334670E-3
2.264192E+2	7.601770E-3	1.332530E-3
2.305156E+2	7.808720E-3	1.329910E-3
2.346120E+2	8.027140E-3	1.327280E-3
2.383360E+2	8.259360E-3	1.324660E-3
2.424324E+2	8.496820E-3	1.321560E-3
2.465288E+2	8.721890E-3	1.318460E-3
2.506252E+2	8.964120E-3	1.315120E-3
2.547216E+2	9.179650E-3	1.312020E-3
2.584456E+2	9.377060E-3	1.308690E-3
2.625420E+2	9.556350E-3	1.304870E-3
2.666384E+2	9.707030E-3	1.301060E-3
2.707348E+2	9.840550E-3	1.296530E-3
2.748312E+2	9.932100E-3	1.292710E-3
2.789276E+2	9.989320E-3	1.288420E-3
2.826516E+2	1.000840E-2	1.284610E-3
2.867480E+2	9.991710E-3	1.280550E-3
2.908444E+2	9.932580E-3	1.276500E-3
2.949408E+2	9.840070E-3	1.272210E-3
2.986648E+2	9.714660E-3	1.268630E-3
3.027612E+2	9.553970E-3	1.264580E-3
3.068576E+2	9.371340E-3	1.260760E-3
3.105816E+2	9.159150E-3	1.256950E-3
3.146780E+2	8.918340E-3	1.253140E-3
3.187744E+2	8.645120E-3	1.250040E-3
3.232432E+2	8.371410E-3	1.247180E-3
3.273396E+2	8.081020E-3	1.244310E-3
3.310636E+2	7.799180E-3	1.241690E-3
3.351600E+2	7.532630E-3	1.239550E-3
3.392564E+2	7.258450E-3	1.237640E-3
3.433528E+2	7.004770E-3	1.235730E-3
3.470768E+2	6.772550E-3	1.234540E-3
3.511732E+2	6.573710E-3	1.233590E-3
3.552696E+2	6.393940E-3	1.233110E-3
3.593660E+2	6.233250E-3	1.232630E-3
3.600044E+2	6.131200E-3	1.232390E-3
