d900	V1st900	V900	
7.448000E-1	7.526430E-3	1.363760E-3
4.841200E+0	7.520230E-3	1.363760E-3
8.565200E+0	7.483990E-3	1.363050E-3
1.266160E+1	7.437740E-3	1.361850E-3
1.713040E+1	7.405310E-3	1.359950E-3
2.122680E+1	7.405790E-3	1.358040E-3
2.532320E+1	7.432970E-3	1.355890E-3
2.904720E+1	7.481600E-3	1.353990E-3
3.314360E+1	7.557900E-3	1.351840E-3
3.724000E+1	7.671860E-3	1.349220E-3
4.170880E+1	7.822570E-3	1.345880E-3
4.543280E+1	7.981840E-3	1.342540E-3
4.952920E+1	8.167800E-3	1.338970E-3
5.362560E+1	8.360920E-3	1.335390E-3
5.772200E+1	8.577410E-3	1.331580E-3
6.144600E+1	8.787210E-3	1.327520E-3
6.554240E+1	8.996070E-3	1.323230E-3
6.926640E+1	9.197770E-3	1.318940E-3
7.336280E+1	9.387550E-3	1.314650E-3
7.745920E+1	9.561600E-3	1.310360E-3
8.155560E+1	9.712760E-3	1.305350E-3
8.527960E+1	9.841020E-3	1.300340E-3
8.937600E+1	9.946410E-3	1.294380E-3
9.347240E+1	1.001700E-2	1.289140E-3
9.719640E+1	1.005560E-2	1.283890E-3
1.012928E+2	1.006040E-2	1.277930E-3
1.053892E+2	1.003130E-2	1.272210E-3
1.091132E+2	9.969290E-3	1.266490E-3
1.132096E+2	9.870110E-3	1.260530E-3
1.173060E+2	9.742320E-3	1.254800E-3
1.210300E+2	9.586390E-3	1.249080E-3
1.251264E+2	9.398040E-3	1.243600E-3
1.292228E+2	9.182990E-3	1.238120E-3
1.333192E+2	8.943620E-3	1.232870E-3
1.370432E+2	8.696620E-3	1.228100E-3
1.411396E+2	8.438650E-3	1.223570E-3
1.452360E+2	8.155410E-3	1.219040E-3
1.493324E+2	7.864530E-3	1.215230E-3
1.538012E+2	7.574110E-3	1.211410E-3
1.578976E+2	7.305180E-3	1.208550E-3
1.619940E+2	7.055310E-3	1.206170E-3
1.657180E+2	6.834540E-3	1.204260E-3
1.698144E+2	6.639510E-3	1.202830E-3
1.739108E+2	6.460220E-3	1.201400E-3
1.780072E+2	6.310490E-3	1.200920E-3
1.821036E+2	6.201300E-3	1.200680E-3
1.862000E+2	6.129770E-3	1.201400E-3
1.902964E+2	6.102590E-3	1.201880E-3
1.943928E+2	6.116900E-3	1.203540E-3
1.984892E+2	6.168870E-3	1.205210E-3
2.022132E+2	6.263290E-3	1.207360E-3
2.063096E+2	6.404910E-3	1.209980E-3
2.104060E+2	6.578950E-3	1.213080E-3
2.141300E+2	6.789240E-3	1.216900E-3
2.185988E+2	7.032900E-3	1.220710E-3
2.223228E+2	7.301360E-3	1.225000E-3
2.264192E+2	7.590320E-3	1.230010E-3
2.305156E+2	7.898870E-3	1.235250E-3
2.346120E+2	8.250770E-3	1.240980E-3
2.387084E+2	8.586470E-3	1.246460E-3
2.424324E+2	8.915960E-3	1.252180E-3
2.465288E+2	9.257380E-3	1.258140E-3
2.506252E+2	9.584490E-3	1.264580E-3
2.543492E+2	9.908740E-3	1.271260E-3
2.588180E+2	1.022490E-2	1.277690E-3
2.625420E+2	1.051720E-2	1.284610E-3
2.666384E+2	1.076560E-2	1.291520E-3
2.707348E+2	1.092150E-2	1.297720E-3
2.748312E+2	1.092150E-2	1.304400E-3
2.789276E+2	1.092150E-2	1.310590E-3
2.826516E+2	1.092150E-2	1.316790E-3
2.867480E+2	1.092150E-2	1.323230E-3
2.908444E+2	1.092150E-2	1.329190E-3
2.953132E+2	1.092150E-2	1.334670E-3
2.990372E+2	1.092150E-2	1.339920E-3
3.031336E+2	1.092150E-2	1.344690E-3
3.072300E+2	1.092150E-2	1.348980E-3
3.113264E+2	1.092150E-2	1.352560E-3
3.154228E+2	1.077660E-2	1.355660E-3
3.191468E+2	1.056150E-2	1.358040E-3
3.232432E+2	1.031210E-2	1.360420E-3
3.273396E+2	1.004130E-2	1.362330E-3
3.310636E+2	9.770450E-3	1.363760E-3
3.351600E+2	9.493410E-3	1.365190E-3
3.392564E+2	9.218280E-3	1.365910E-3
3.429804E+2	8.940760E-3	1.366380E-3
3.474492E+2	8.659900E-3	1.366860E-3
3.511732E+2	8.415760E-3	1.366860E-3
3.552696E+2	8.193080E-3	1.366380E-3
3.593660E+2	7.986610E-3	1.366150E-3
3.600044E+2	7.837830E-3	1.365670E-3
