d-900	V1st-900	V-900	
3.724000E-1	5.600480E-3	1.200440E-3
4.468800E+0	5.600960E-3	1.200440E-3
8.565200E+0	5.609540E-3	1.201160E-3
1.266160E+1	5.642440E-3	1.202350E-3
1.638560E+1	5.709200E-3	1.203540E-3
2.048200E+1	5.811240E-3	1.205930E-3
2.457840E+1	5.941420E-3	1.208070E-3
2.830240E+1	6.081610E-3	1.210220E-3
3.239880E+1	6.258520E-3	1.212840E-3
3.649520E+1	6.477860E-3	1.216420E-3
4.021920E+1	6.738220E-3	1.220470E-3
4.468800E+1	7.058170E-3	1.225480E-3
4.878440E+1	7.367160E-3	1.230490E-3
5.250840E+1	7.688550E-3	1.235730E-3
5.660480E+1	8.030950E-3	1.240980E-3
6.070120E+1	8.383330E-3	1.246700E-3
6.479760E+1	8.728560E-3	1.252900E-3
6.889400E+1	9.088100E-3	1.259570E-3
7.299040E+1	9.403770E-3	1.265530E-3
7.671440E+1	9.697020E-3	1.271730E-3
8.081080E+1	9.977400E-3	1.277930E-3
8.490720E+1	1.023730E-2	1.284610E-3
8.863120E+1	1.045950E-2	1.291040E-3
9.310000E+1	1.065980E-2	1.297960E-3
9.719640E+1	1.081140E-2	1.304400E-3
1.012928E+2	1.091960E-2	1.310360E-3
1.050168E+2	1.092150E-2	1.316320E-3
1.091132E+2	1.092150E-2	1.322040E-3
1.132096E+2	1.092150E-2	1.327520E-3
1.173060E+2	1.092150E-2	1.332770E-3
1.210300E+2	1.085760E-2	1.337060E-3
1.251264E+2	1.073080E-2	1.341350E-3
1.292228E+2	1.056870E-2	1.345400E-3
1.329468E+2	1.037890E-2	1.348980E-3
1.370432E+2	1.016580E-2	1.352320E-3
1.407672E+2	9.933050E-3	1.355180E-3
1.448636E+2	9.673660E-3	1.357560E-3
1.489600E+2	9.380400E-3	1.359710E-3
1.530564E+2	9.110030E-3	1.361380E-3
1.571528E+2	8.832510E-3	1.362330E-3
1.608768E+2	8.553560E-3	1.363280E-3
1.649732E+2	8.274610E-3	1.364000E-3
1.690696E+2	8.030000E-3	1.364240E-3
1.731660E+2	7.789640E-3	1.364240E-3
1.772624E+2	7.571250E-3	1.364240E-3
1.813588E+2	7.373840E-3	1.363520E-3
1.854552E+2	7.218390E-3	1.363050E-3
1.891792E+2	7.094890E-3	1.362090E-3
1.932756E+2	6.997140E-3	1.360900E-3
1.977444E+2	6.938960E-3	1.359230E-3
2.014684E+2	6.920840E-3	1.358040E-3
2.055648E+2	6.938010E-3	1.356130E-3
2.096612E+2	6.989510E-3	1.354220E-3
2.133852E+2	7.067710E-3	1.352320E-3
2.174816E+2	7.182150E-3	1.349930E-3
2.215780E+2	7.325200E-3	1.347070E-3
2.253020E+2	7.485420E-3	1.344210E-3
2.293984E+2	7.658030E-3	1.341350E-3
2.334948E+2	7.855000E-3	1.338250E-3
2.375912E+2	8.062900E-3	1.334910E-3
2.413152E+2	8.274140E-3	1.331100E-3
2.454116E+2	8.490150E-3	1.327050E-3
2.495080E+2	8.692320E-3	1.323230E-3
2.536044E+2	8.914050E-3	1.318220E-3
2.577008E+2	9.094300E-3	1.313930E-3
2.617972E+2	9.265010E-3	1.308930E-3
2.658936E+2	9.400900E-3	1.303920E-3
2.699900E+2	9.512010E-3	1.298440E-3
2.740864E+2	9.587350E-3	1.293190E-3
2.778104E+2	9.630740E-3	1.287940E-3
2.819068E+2	9.640750E-3	1.282220E-3
2.860032E+2	9.614050E-3	1.276500E-3
2.900996E+2	9.546340E-3	1.270300E-3
2.941960E+2	9.447160E-3	1.264580E-3
2.979200E+2	9.315070E-3	1.258620E-3
3.020164E+2	9.154380E-3	1.253370E-3
3.057404E+2	8.970800E-3	1.247890E-3
3.098368E+2	8.750020E-3	1.242170E-3
3.143056E+2	8.495390E-3	1.236210E-3
3.184020E+2	8.230750E-3	1.231200E-3
3.228708E+2	7.933680E-3	1.225960E-3
3.269672E+2	7.654700E-3	1.221660E-3
3.306912E+2	7.377180E-3	1.217370E-3
3.347876E+2	7.105860E-3	1.213560E-3
3.388840E+2	6.844550E-3	1.210220E-3
3.426080E+2	6.589440E-3	1.207360E-3
3.467044E+2	6.366760E-3	1.205210E-3
3.504284E+2	6.169350E-3	1.203070E-3
3.545248E+2	5.995780E-3	1.201640E-3
3.586212E+2	5.845100E-3	1.200680E-3
3.600044E+2	5.748300E-3	1.200210E-3
