d200	V1st200	V200	
3.724000E-1	6.890800E-3	1.316080E-3
4.468800E+0	6.886510E-3	1.315840E-3
8.192800E+0	6.869350E-3	1.316080E-3
1.228920E+1	6.852180E-3	1.315360E-3
1.638560E+1	6.858380E-3	1.314890E-3
2.010960E+1	6.897000E-3	1.314410E-3
2.420600E+1	6.966620E-3	1.314410E-3
2.830240E+1	7.056270E-3	1.314410E-3
3.239880E+1	7.165940E-3	1.314410E-3
3.649520E+1	7.309940E-3	1.313690E-3
4.021920E+1	7.488760E-3	1.312260E-3
4.468800E+1	7.710960E-3	1.311070E-3
4.841200E+1	7.932720E-3	1.310360E-3
5.288080E+1	8.191170E-3	1.309160E-3
5.660480E+1	8.448660E-3	1.307730E-3
6.070120E+1	8.725230E-3	1.306060E-3
6.479760E+1	8.991780E-3	1.304630E-3
6.852160E+1	9.250220E-3	1.302960E-3
7.261800E+1	9.501040E-3	1.301530E-3
7.671440E+1	9.722770E-3	1.300340E-3
8.043840E+1	9.925900E-3	1.298670E-3
8.453480E+1	1.011380E-2	1.297000E-3
8.937600E+1	1.029120E-2	1.295570E-3
9.310000E+1	1.040700E-2	1.293910E-3
9.719640E+1	1.049290E-2	1.292470E-3
1.012928E+2	1.054250E-2	1.291040E-3
1.050168E+2	1.055390E-2	1.289610E-3
1.091132E+2	1.052860E-2	1.288180E-3
1.132096E+2	1.046430E-2	1.286750E-3
1.173060E+2	1.035360E-2	1.285080E-3
1.214024E+2	1.021630E-2	1.283890E-3
1.254988E+2	1.004320E-2	1.282220E-3
1.295952E+2	9.849610E-3	1.281270E-3
1.336916E+2	9.607850E-3	1.280320E-3
1.377880E+2	9.371820E-3	1.279360E-3
1.418844E+2	9.106220E-3	1.278650E-3
1.459808E+2	8.836810E-3	1.277690E-3
1.497048E+2	8.562150E-3	1.277220E-3
1.538012E+2	8.277480E-3	1.276740E-3
1.578976E+2	7.997570E-3	1.276500E-3
1.619940E+2	7.729080E-3	1.276260E-3
1.660904E+2	7.480650E-3	1.276260E-3
1.701868E+2	7.258450E-3	1.276020E-3
1.742832E+2	7.064850E-3	1.276020E-3
1.780072E+2	6.895570E-3	1.276020E-3
1.821036E+2	6.753000E-3	1.276500E-3
1.862000E+2	6.652860E-3	1.276740E-3
1.899240E+2	6.588010E-3	1.277220E-3
1.940204E+2	6.560360E-3	1.277690E-3
1.981168E+2	6.570370E-3	1.278410E-3
2.018408E+2	6.619480E-3	1.279120E-3
2.059372E+2	6.710560E-3	1.280080E-3
2.100336E+2	6.839780E-3	1.280550E-3
2.141300E+2	7.003810E-3	1.281270E-3
2.182264E+2	7.199790E-3	1.282220E-3
2.223228E+2	7.430110E-3	1.283180E-3
2.264192E+2	7.675200E-3	1.284130E-3
2.305156E+2	7.947030E-3	1.285320E-3
2.346120E+2	8.221210E-3	1.286040E-3
2.387084E+2	8.532110E-3	1.287230E-3
2.428048E+2	8.820590E-3	1.287710E-3
2.465288E+2	9.104310E-3	1.288900E-3
2.506252E+2	9.399000E-3	1.289850E-3
2.547216E+2	9.682710E-3	1.291040E-3
2.588180E+2	9.938300E-3	1.292240E-3
2.629144E+2	1.017290E-2	1.293430E-3
2.666384E+2	1.037840E-2	1.294620E-3
2.711072E+2	1.056300E-2	1.296050E-3
2.748312E+2	1.069740E-2	1.297000E-3
2.789276E+2	1.079950E-2	1.298200E-3
2.830240E+2	1.086430E-2	1.299150E-3
2.867480E+2	1.089050E-2	1.299870E-3
2.908444E+2	1.087720E-2	1.301060E-3
2.949408E+2	1.082380E-2	1.302250E-3
2.986648E+2	1.072890E-2	1.303200E-3
3.027612E+2	1.060210E-2	1.304400E-3
3.068576E+2	1.044140E-2	1.305590E-3
3.109540E+2	1.023680E-2	1.306780E-3
3.150504E+2	1.001320E-2	1.307970E-3
3.191468E+2	9.780470E-3	1.308930E-3
3.232432E+2	9.526790E-3	1.309880E-3
3.269672E+2	9.251180E-3	1.310830E-3
3.310636E+2	8.972700E-3	1.311550E-3
3.347876E+2	8.702810E-3	1.312500E-3
3.388840E+2	8.432450E-3	1.313220E-3
3.426080E+2	8.159220E-3	1.313460E-3
3.467044E+2	7.909830E-3	1.314170E-3
3.508008E+2	7.689980E-3	1.314890E-3
3.545248E+2	7.484940E-3	1.315360E-3
3.586212E+2	7.296120E-3	1.316080E-3
3.600044E+2	7.156880E-3	1.316080E-3
