d600	V1st600	V600	
3.724000E-1	7.272750E-3	1.346360E-3
4.468800E+0	7.268460E-3	1.346600E-3
8.565200E+0	7.240330E-3	1.346360E-3
1.266160E+1	7.204090E-3	1.345400E-3
1.675800E+1	7.187870E-3	1.344450E-3
2.085440E+1	7.204090E-3	1.343020E-3
2.457840E+1	7.246520E-3	1.341350E-3
2.867480E+1	7.308510E-3	1.339920E-3
3.277120E+1	7.398640E-3	1.338250E-3
3.686760E+1	7.530720E-3	1.336580E-3
4.059160E+1	7.686170E-3	1.334440E-3
4.468800E+1	7.863100E-3	1.332290E-3
4.878440E+1	8.068620E-3	1.329910E-3
5.288080E+1	8.288920E-3	1.326570E-3
5.660480E+1	8.514940E-3	1.323950E-3
6.070120E+1	8.757170E-3	1.320850E-3
6.479760E+1	8.989870E-3	1.317510E-3
6.889400E+1	9.227340E-3	1.313930E-3
7.261800E+1	9.441440E-3	1.310360E-3
7.671440E+1	9.638370E-3	1.306540E-3
8.081080E+1	9.820040E-3	1.302730E-3
8.490720E+1	9.972630E-3	1.298910E-3
8.863120E+1	1.009660E-2	1.295340E-3
9.272760E+1	1.019250E-2	1.291520E-3
9.645160E+1	1.025490E-2	1.287710E-3
1.005480E+2	1.028400E-2	1.283180E-3
1.050168E+2	1.027450E-2	1.278650E-3
1.091132E+2	1.022490E-2	1.274350E-3
1.132096E+2	1.014240E-2	1.270300E-3
1.169336E+2	1.002030E-2	1.266250E-3
1.214024E+2	9.868680E-3	1.262910E-3
1.251264E+2	9.696540E-3	1.259570E-3
1.292228E+2	9.481970E-3	1.255520E-3
1.333192E+2	9.255470E-3	1.251700E-3
1.370432E+2	9.014670E-3	1.248370E-3
1.411396E+2	8.755740E-3	1.245270E-3
1.452360E+2	8.481560E-3	1.242410E-3
1.489600E+2	8.200710E-3	1.240020E-3
1.530564E+2	7.930340E-3	1.238120E-3
1.571528E+2	7.662800E-3	1.236450E-3
1.612492E+2	7.386710E-3	1.235250E-3
1.649732E+2	7.144000E-3	1.233820E-3
1.690696E+2	6.923230E-3	1.232870E-3
1.735384E+2	6.735350E-3	1.231920E-3
1.772624E+2	6.574180E-3	1.231680E-3
1.813588E+2	6.447350E-3	1.231440E-3
1.854552E+2	6.360560E-3	1.231920E-3
1.891792E+2	6.306200E-3	1.232870E-3
1.936480E+2	6.295230E-3	1.234060E-3
1.977444E+2	6.325270E-3	1.235250E-3
2.014684E+2	6.394420E-3	1.236920E-3
2.055648E+2	6.503130E-3	1.239070E-3
2.092888E+2	6.649520E-3	1.241210E-3
2.133852E+2	6.827860E-3	1.243600E-3
2.174816E+2	7.047680E-3	1.246220E-3
2.215780E+2	7.309470E-3	1.249080E-3
2.256744E+2	7.587460E-3	1.252660E-3
2.297708E+2	7.879790E-3	1.255760E-3
2.338672E+2	8.182110E-3	1.259810E-3
2.375912E+2	8.497300E-3	1.263390E-3
2.416876E+2	8.818210E-3	1.267440E-3
2.457840E+2	9.141030E-3	1.271260E-3
2.495080E+2	9.452400E-3	1.274830E-3
2.536044E+2	9.765680E-3	1.279120E-3
2.577008E+2	1.005700E-2	1.283650E-3
2.614248E+2	1.031980E-2	1.288180E-3
2.655212E+2	1.056390E-2	1.292240E-3
2.696176E+2	1.077510E-2	1.296290E-3
2.733416E+2	1.092150E-2	1.300340E-3
2.774380E+2	1.092150E-2	1.304160E-3
2.815344E+2	1.092150E-2	1.308210E-3
2.852584E+2	1.092150E-2	1.312500E-3
2.893548E+2	1.092150E-2	1.316550E-3
2.934512E+2	1.092150E-2	1.319890E-3
2.975476E+2	1.092150E-2	1.323230E-3
3.012716E+2	1.092150E-2	1.326330E-3
3.053680E+2	1.092150E-2	1.329190E-3
3.090920E+2	1.079420E-2	1.331810E-3
3.131884E+2	1.059250E-2	1.334670E-3
3.172848E+2	1.037220E-2	1.337060E-3
3.213812E+2	1.012710E-2	1.339200E-3
3.254776E+2	9.861050E-3	1.340870E-3
3.292016E+2	9.585440E-3	1.343020E-3
3.332980E+2	9.311740E-3	1.344450E-3
3.373944E+2	9.034690E-3	1.345880E-3
3.411184E+2	8.762900E-3	1.346830E-3
3.452148E+2	8.486330E-3	1.347550E-3
3.493112E+2	8.220260E-3	1.348030E-3
3.537800E+2	7.984220E-3	1.348500E-3
3.578764E+2	7.766750E-3	1.348500E-3
3.600044E+2	7.603200E-3	1.348260E-3
