d100	V1st100	V100	
3.724000E-1	6.801160E-3	1.307970E-3
4.468800E+0	6.797820E-3	1.307730E-3
8.565200E+0	6.781130E-3	1.308210E-3
1.266160E+1	6.767780E-3	1.308210E-3
1.675800E+1	6.781130E-3	1.308450E-3
2.048200E+1	6.828810E-3	1.308450E-3
2.457840E+1	6.906540E-3	1.308450E-3
2.867480E+1	7.003810E-3	1.308210E-3
3.239880E+1	7.115870E-3	1.307970E-3
3.649520E+1	7.266550E-3	1.307490E-3
4.059160E+1	7.459190E-3	1.306780E-3
4.468800E+1	7.669000E-3	1.306060E-3
4.841200E+1	7.901730E-3	1.305350E-3
5.250840E+1	8.154450E-3	1.304400E-3
5.660480E+1	8.426730E-3	1.303200E-3
6.070120E+1	8.706630E-3	1.302250E-3
6.479760E+1	8.975570E-3	1.301530E-3
6.852160E+1	9.238780E-3	1.301060E-3
7.261800E+1	9.498180E-3	1.299870E-3
7.671440E+1	9.732780E-3	1.298910E-3
8.081080E+1	9.950220E-3	1.297960E-3
8.490720E+1	1.013810E-2	1.297000E-3
8.863120E+1	1.029690E-2	1.296050E-3
9.272760E+1	1.042850E-2	1.294860E-3
9.682400E+1	1.052430E-2	1.293910E-3
1.009204E+2	1.058200E-2	1.293190E-3
1.050168E+2	1.060160E-2	1.292000E-3
1.091132E+2	1.058200E-2	1.291040E-3
1.132096E+2	1.052290E-2	1.290090E-3
1.169336E+2	1.041900E-2	1.289380E-3
1.214024E+2	1.029020E-2	1.288900E-3
1.251264E+2	1.013760E-2	1.288420E-3
1.292228E+2	9.943070E-3	1.287940E-3
1.333192E+2	9.726580E-3	1.287710E-3
1.370432E+2	9.488170E-3	1.287710E-3
1.411396E+2	9.237350E-3	1.287230E-3
1.452360E+2	8.968410E-3	1.287230E-3
1.489600E+2	8.694710E-3	1.287230E-3
1.530564E+2	8.419100E-3	1.286750E-3
1.571528E+2	8.152540E-3	1.286750E-3
1.608768E+2	7.888850E-3	1.286510E-3
1.649732E+2	7.631810E-3	1.286750E-3
1.690696E+2	7.414850E-3	1.286750E-3
1.727936E+2	7.212670E-3	1.287230E-3
1.768900E+2	7.022890E-3	1.287230E-3
1.809864E+2	6.874110E-3	1.287470E-3
1.850828E+2	6.753470E-3	1.287710E-3
1.891792E+2	6.673370E-3	1.287710E-3
1.932756E+2	6.629500E-3	1.287710E-3
1.973720E+2	6.627590E-3	1.288420E-3
2.010960E+2	6.662880E-3	1.288660E-3
2.055648E+2	6.745850E-3	1.289140E-3
2.092888E+2	6.858860E-3	1.289610E-3
2.133852E+2	7.004290E-3	1.290090E-3
2.174816E+2	7.179290E-3	1.290330E-3
2.212056E+2	7.386240E-3	1.290570E-3
2.256744E+2	7.636580E-3	1.290810E-3
2.293984E+2	7.875980E-3	1.291520E-3
2.334948E+2	8.140620E-3	1.292240E-3
2.375912E+2	8.424340E-3	1.292710E-3
2.413152E+2	8.699950E-3	1.293430E-3
2.457840E+2	9.003220E-3	1.293910E-3
2.498804E+2	9.287420E-3	1.294380E-3
2.539768E+2	9.563980E-3	1.294860E-3
2.577008E+2	9.813370E-3	1.295570E-3
2.617972E+2	1.004130E-2	1.296050E-3
2.655212E+2	1.024400E-2	1.296770E-3
2.696176E+2	1.042320E-2	1.297000E-3
2.737140E+2	1.057060E-2	1.297480E-3
2.778104E+2	1.067310E-2	1.297960E-3
2.819068E+2	1.074420E-2	1.298200E-3
2.856308E+2	1.077610E-2	1.298200E-3
2.897272E+2	1.076890E-2	1.298670E-3
2.938236E+2	1.072170E-2	1.298910E-3
2.979200E+2	1.063500E-2	1.299390E-3
3.016440E+2	1.051570E-2	1.299870E-3
3.057404E+2	1.036270E-2	1.300340E-3
3.098368E+2	1.016960E-2	1.300580E-3
3.139332E+2	9.940680E-3	1.301060E-3
3.180296E+2	9.714660E-3	1.301300E-3
3.217536E+2	9.451930E-3	1.301770E-3
3.262224E+2	9.178700E-3	1.302490E-3
3.299464E+2	8.903560E-3	1.303200E-3
3.340428E+2	8.621750E-3	1.303680E-3
3.381392E+2	8.351860E-3	1.304400E-3
3.418632E+2	8.088170E-3	1.305110E-3
3.459596E+2	7.833540E-3	1.305830E-3
3.500560E+2	7.611300E-3	1.306300E-3
3.537800E+2	7.406740E-3	1.306780E-3
3.578764E+2	7.214100E-3	1.307260E-3
3.600044E+2	7.070090E-3	1.307730E-3
