1st harmonic(V)503007	2nd harmonic(V)503007	Bex(Oe)503007	
-1.716550E-1	1.198540E-3	4.851967E+4
-1.716470E-1	1.198780E-3	4.845979E+4
-1.716390E-1	1.199010E-3	4.840015E+4
-1.716390E-1	1.199250E-3	4.834027E+4
-1.716320E-1	1.199730E-3	4.828051E+4
-1.716320E-1	1.199970E-3	4.822061E+4
-1.716320E-1	1.200440E-3	4.816092E+4
-1.716240E-1	1.200920E-3	4.810098E+4
-1.716240E-1	1.201160E-3	4.804111E+4
-1.716320E-1	1.201640E-3	4.798129E+4
-1.716320E-1	1.201880E-3	4.790160E+4
-1.716320E-1	1.202350E-3	4.786170E+4
-1.716390E-1	1.202590E-3	4.780181E+4
-1.716390E-1	1.202590E-3	4.774203E+4
-1.716390E-1	1.203070E-3	4.768215E+4
-1.716390E-1	1.203310E-3	4.762239E+4
-1.716390E-1	1.203540E-3	4.756261E+4
-1.716390E-1	1.204020E-3	4.750266E+4
-1.716390E-1	1.204500E-3	4.744285E+4
-1.716320E-1	1.204740E-3	4.738302E+4
-1.716320E-1	1.205210E-3	4.732298E+4
-1.716390E-1	1.205690E-3	4.726316E+4
-1.716390E-1	1.205930E-3	4.720341E+4
-1.716390E-1	1.206410E-3	4.714348E+4
-1.716470E-1	1.206640E-3	4.708377E+4
-1.716390E-1	1.206880E-3	4.702391E+4
-1.716390E-1	1.207360E-3	4.696416E+4
-1.716320E-1	1.207600E-3	4.690425E+4
-1.716320E-1	1.207840E-3	4.684450E+4
-1.716320E-1	1.208070E-3	4.678462E+4
-1.716320E-1	1.208310E-3	4.672478E+4
-1.716320E-1	1.208550E-3	4.666495E+4
-1.716320E-1	1.208790E-3	4.660511E+4
-1.716240E-1	1.209030E-3	4.654534E+4
-1.716240E-1	1.209740E-3	4.648550E+4
-1.716240E-1	1.209980E-3	4.642564E+4
-1.716240E-1	1.210220E-3	4.634584E+4
-1.716240E-1	1.210700E-3	4.630599E+4
-1.716240E-1	1.211170E-3	4.624619E+4
-1.716240E-1	1.211410E-3	4.618645E+4
-1.716240E-1	1.211890E-3	4.612643E+4
-1.716240E-1	1.212130E-3	4.606666E+4
-1.716240E-1	1.212370E-3	4.600684E+4
-1.716170E-1	1.212840E-3	4.594692E+4
-1.716170E-1	1.213320E-3	4.588714E+4
-1.716170E-1	1.213560E-3	4.582709E+4
-1.716170E-1	1.213800E-3	4.576709E+4
-1.716090E-1	1.214030E-3	4.570723E+4
-1.716090E-1	1.214510E-3	4.564735E+4
-1.716090E-1	1.214750E-3	4.558738E+4
-1.716090E-1	1.215230E-3	4.552752E+4
-1.716090E-1	1.215700E-3	4.546756E+4
-1.716090E-1	1.215700E-3	4.540757E+4
-1.716090E-1	1.215940E-3	4.534775E+4
