d400	V1st400	V400	
0.000000E+0	6.649530E-4	-2.011670E-5
4.096400E+0	6.595890E-4	-2.005710E-5
8.192800E+0	6.071370E-4	-2.023590E-5
1.191680E+1	4.898350E-4	-2.020610E-5
1.601320E+1	3.577490E-4	-1.975910E-5
2.010960E+1	2.261410E-4	-1.865640E-5
2.420600E+1	9.417580E-5	-1.686820E-5
2.830240E+1	-2.253070E-5	-1.445420E-5
3.202640E+1	-1.230250E-4	-1.159320E-5
3.612280E+1	-2.127900E-4	-7.867870E-6
4.021920E+1	-2.858660E-4	-3.486890E-6
4.431560E+1	-3.435630E-4	1.758340E-6
4.803960E+1	-3.795640E-4	7.241990E-6
5.213600E+1	-3.954190E-4	1.311310E-5
5.586000E+1	-3.932730E-4	1.972930E-5
5.995640E+1	-3.720540E-4	2.679240E-5
6.405280E+1	-3.325960E-4	3.448150E-5
6.814920E+1	-2.874150E-4	4.106780E-5
7.224560E+1	-2.285250E-4	4.810120E-5
7.596960E+1	-1.499660E-4	5.620740E-5
8.006600E+1	-4.959130E-5	6.553580E-5
8.416240E+1	5.972410E-5	7.489370E-5
8.825880E+1	1.798880E-4	8.460930E-5
9.198280E+1	3.047010E-4	9.435460E-5
9.607920E+1	4.372620E-4	1.044280E-4
1.001756E+2	5.751890E-4	1.149180E-4
1.042720E+2	7.300410E-4	1.267800E-4
1.087408E+2	8.599800E-4	1.371510E-4
1.124648E+2	9.801460E-4	1.471650E-4
1.165612E+2	1.090650E-3	1.570000E-4
1.206576E+2	1.189240E-3	1.666560E-4
1.243816E+2	1.281030E-3	1.768180E-4
1.288504E+2	1.352680E-3	1.860870E-4
1.325744E+2	1.405480E-3	1.948780E-4
1.366708E+2	1.441840E-3	2.034320E-4
1.407672E+2	1.459730E-3	2.118060E-4
1.448636E+2	1.457100E-3	2.200020E-4
1.485876E+2	1.435290E-3	2.272440E-4
1.526840E+2	1.395350E-3	2.339490E-4
1.567804E+2	1.333840E-3	2.404760E-4
1.605044E+2	1.257430E-3	2.462580E-4
1.646008E+2	1.165640E-3	2.513840E-4
1.686972E+2	1.060370E-3	2.557950E-4
1.727936E+2	9.402070E-4	2.597290E-4
1.765176E+2	8.142030E-4	2.629180E-4
1.806140E+2	6.758010E-4	2.655110E-4
1.847104E+2	5.253590E-4	2.674180E-4
1.888068E+2	3.719350E-4	2.685510E-4
1.929032E+2	2.279290E-4	2.689080E-4
1.966272E+2	8.297010E-5	2.685510E-4
2.014684E+2	-6.902260E-5	2.672390E-4
2.055648E+2	-1.955040E-4	2.653320E-4
2.092888E+2	-3.050580E-4	2.629180E-4
2.133852E+2	-4.049560E-4	2.597590E-4
2.171092E+2	-4.922190E-4	2.558850E-4
2.219504E+2	-5.667250E-4	2.509670E-4
2.256744E+2	-6.156000E-4	2.455130E-4
2.301432E+2	-6.414690E-4	2.397310E-4
2.338672E+2	-6.476680E-4	2.331150E-4
2.379636E+2	-6.336010E-4	2.264990E-4
2.420600E+2	-5.984340E-4	2.194950E-4
2.461564E+2	-5.385910E-4	2.114480E-4
2.498804E+2	-4.636070E-4	2.035510E-4
2.539768E+2	-3.734850E-4	1.955340E-4
2.580732E+2	-2.646460E-4	1.870700E-4
2.617972E+2	-1.418600E-4	1.781890E-4
2.658936E+2	-1.907360E-6	1.688610E-4
2.699900E+2	1.380450E-4	1.600390E-4
2.740864E+2	2.908730E-4	1.506520E-4
2.778104E+2	4.454870E-4	1.412040E-4
2.819068E+2	6.060640E-4	1.315480E-4
2.860032E+2	7.594860E-4	1.222200E-4
2.897272E+2	9.080210E-4	1.127720E-4
2.938236E+2	1.053700E-3	1.030570E-4
2.975476E+2	1.189360E-3	9.346050E-5
3.016440E+2	1.316550E-3	8.377480E-5
3.057404E+2	1.429800E-3	7.408900E-5
3.098368E+2	1.523030E-3	6.490990E-5
3.135608E+2	1.596820E-3	5.623720E-5
3.176572E+2	1.653320E-3	4.759450E-5
3.213812E+2	1.690630E-3	3.924990E-5
3.254776E+2	1.707800E-3	3.138210E-5
3.295740E+2	1.702910E-3	2.345450E-5
3.336704E+2	1.675730E-3	1.606360E-5
3.377668E+2	1.626860E-3	9.417590E-6
3.418632E+2	1.558910E-3	3.546490E-6
3.459596E+2	1.478440E-3	-1.519930E-6
3.500560E+2	1.377710E-3	-6.258520E-6
3.537800E+2	1.265890E-3	-1.022230E-5
3.578764E+2	1.142150E-3	-1.341110E-5
3.600044E+2	1.015310E-3	-1.582510E-5
