d100	V1st100	V100	
3.724000E-1	5.310810E-4	8.940740E-5
4.096400E+0	5.235710E-4	8.946700E-5
8.565200E+0	4.644410E-4	8.949680E-5
1.228920E+1	3.545300E-4	8.943720E-5
1.675800E+1	2.142200E-4	8.952660E-5
2.048200E+1	8.428140E-5	8.985450E-5
2.457840E+1	-3.969690E-5	9.045050E-5
2.867480E+1	-1.487740E-4	9.107640E-5
3.239880E+1	-2.429490E-4	9.188100E-5
3.649520E+1	-3.253240E-4	9.301350E-5
4.059160E+1	-3.918430E-4	9.438440E-5
4.468800E+1	-4.407190E-4	9.590430E-5
4.878440E+1	-4.671830E-4	9.748390E-5
5.250840E+1	-4.743360E-4	9.918260E-5
5.660480E+1	-4.615800E-4	1.010600E-4
6.070120E+1	-4.303470E-4	1.030570E-4
6.442520E+1	-3.833790E-4	1.051430E-4
6.852160E+1	-3.297350E-4	1.071400E-4
7.224560E+1	-2.653620E-4	1.089880E-4
7.634200E+1	-1.760730E-4	1.112230E-4
8.043840E+1	-7.140680E-5	1.136960E-4
8.453480E+1	4.696870E-5	1.162300E-4
8.825880E+1	1.789340E-4	1.188820E-4
9.272760E+1	3.130450E-4	1.214450E-4
9.682400E+1	4.614610E-4	1.242770E-4
1.009204E+2	6.046330E-4	1.270180E-4
1.050168E+2	7.509030E-4	1.299090E-4
1.087408E+2	8.872780E-4	1.326810E-4
1.128372E+2	1.014480E-3	1.353030E-4
1.169336E+2	1.133090E-3	1.378070E-4
1.206576E+2	1.236090E-3	1.401310E-4
1.247540E+2	1.328590E-3	1.426050E-4
1.288504E+2	1.407750E-3	1.449890E-4
1.325744E+2	1.468430E-3	1.471950E-4
1.366708E+2	1.510270E-3	1.492810E-4
1.407672E+2	1.534350E-3	1.513370E-4
1.448636E+2	1.538640E-3	1.533040E-4
1.485876E+2	1.524220E-3	1.550920E-4
1.526840E+2	1.490000E-3	1.567910E-4
1.567804E+2	1.435880E-3	1.583110E-4
1.605044E+2	1.362210E-3	1.596220E-4
1.646008E+2	1.276140E-3	1.607840E-4
1.686972E+2	1.175290E-3	1.617680E-4
1.727936E+2	1.051670E-3	1.627510E-4
1.768900E+2	9.264980E-4	1.634370E-4
1.809864E+2	7.906000E-4	1.639730E-4
1.847104E+2	6.512440E-4	1.643310E-4
1.888068E+2	5.012790E-4	1.645400E-4
1.929032E+2	3.566760E-4	1.644500E-4
1.969996E+2	2.191080E-4	1.642710E-4
2.007236E+2	8.559270E-5	1.639730E-4
2.048200E+2	-4.351160E-5	1.634370E-4
2.089164E+2	-1.581920E-4	1.627810E-4
2.126404E+2	-2.592820E-4	1.619770E-4
2.167368E+2	-3.507160E-4	1.609930E-4
2.208332E+2	-4.265330E-4	1.598310E-4
2.249296E+2	-4.829190E-4	1.585790E-4
2.286536E+2	-5.186830E-4	1.571780E-4
2.327500E+2	-5.370420E-4	1.555390E-4
2.368464E+2	-5.341810E-4	1.538700E-4
2.409428E+2	-5.103390E-4	1.519930E-4
2.450392E+2	-4.645600E-4	1.500560E-4
2.491356E+2	-4.022140E-4	1.481180E-4
2.528596E+2	-3.240130E-4	1.461220E-4
2.569560E+2	-2.287640E-4	1.440060E-4
2.610524E+2	-1.171830E-4	1.419490E-4
2.647764E+2	4.291560E-6	1.397140E-4
2.688728E+2	1.353030E-4	1.375390E-4
2.729692E+2	2.722760E-4	1.352140E-4
2.770656E+2	4.218840E-4	1.328300E-4
2.811620E+2	5.652940E-4	1.304750E-4
2.852584E+2	7.171670E-4	1.280020E-4
2.893548E+2	8.581910E-4	1.255880E-4
2.930788E+2	9.963590E-4	1.231440E-4
2.971752E+2	1.125340E-3	1.207300E-4
3.012716E+2	1.240020E-3	1.183160E-4
3.049956E+2	1.341710E-3	1.159610E-4
3.090920E+2	1.432660E-3	1.134580E-4
3.131884E+2	1.510030E-3	1.108950E-4
3.176572E+2	1.560700E-3	1.086000E-4
3.213812E+2	1.590970E-3	1.063650E-4
3.254776E+2	1.601230E-3	1.042790E-4
3.295740E+2	1.590740E-3	1.023420E-4
3.332980E+2	1.560930E-3	1.005240E-4
3.373944E+2	1.511940E-3	9.879520E-5
3.411184E+2	1.445780E-3	9.715600E-5
3.455872E+2	1.357800E-3	9.566590E-5
3.496836E+2	1.249560E-3	9.429500E-5
3.537800E+2	1.134280E-3	9.325190E-5
3.578764E+2	1.012450E-3	9.241750E-5
3.600044E+2	8.758340E-4	9.173200E-5
