d-600	V1st-600	V-600	
3.724000E-1	1.997960E-4	3.229400E-4
4.468800E+0	1.928820E-4	3.228500E-4
8.565200E+0	1.318460E-4	3.228210E-4
1.266160E+1	1.692780E-5	3.223440E-4
1.675800E+1	-1.112230E-4	3.211220E-4
2.085440E+1	-2.428300E-4	3.187970E-4
2.495080E+1	-3.601330E-4	3.153100E-4
2.867480E+1	-4.620570E-4	3.109290E-4
3.277120E+1	-5.503930E-4	3.055950E-4
3.686760E+1	-6.202500E-4	2.995750E-4
4.059160E+1	-6.732980E-4	2.923630E-4
4.468800E+1	-7.106100E-4	2.835410E-4
4.878440E+1	-7.250350E-4	2.743920E-4
5.288080E+1	-7.170480E-4	2.646460E-4
5.660480E+1	-6.893910E-4	2.544240E-4
6.070120E+1	-6.411110E-4	2.434260E-4
6.479760E+1	-5.824600E-4	2.330850E-4
6.852160E+1	-5.164180E-4	2.232500E-4
7.261800E+1	-4.316590E-4	2.124020E-4
7.671440E+1	-3.235360E-4	2.000940E-4
8.081080E+1	-1.972920E-4	1.869210E-4
8.453480E+1	-5.722070E-5	1.732720E-4
8.863120E+1	8.821530E-5	1.596820E-4
9.272760E+1	2.472420E-4	1.454360E-4
9.645160E+1	4.072210E-4	1.313400E-4
1.005480E+2	5.732810E-4	1.167060E-4
1.046444E+2	7.432740E-4	1.016860E-4
1.083684E+2	9.005110E-4	8.758950E-5
1.124648E+2	1.052860E-3	7.334400E-5
1.165612E+2	1.193530E-3	5.948570E-5
1.206576E+2	1.327640E-3	4.535940E-5
1.247540E+2	1.443270E-3	3.185890E-5
1.292228E+2	1.546270E-3	1.809010E-5
1.329468E+2	1.624000E-3	5.960490E-6
1.370432E+2	1.683360E-3	-5.722080E-6
1.411396E+2	1.724490E-3	-1.749410E-5
1.448636E+2	1.743320E-3	-2.849110E-5
1.489600E+2	1.741660E-3	-3.913070E-5
1.530564E+2	1.719960E-3	-4.851840E-5
1.567804E+2	1.678470E-3	-5.725050E-5
1.608768E+2	1.616960E-3	-6.550600E-5
1.646008E+2	1.542220E-3	-7.268830E-5
1.686972E+2	1.449470E-3	-7.918520E-5
1.727936E+2	1.340280E-3	-8.499670E-5
1.768900E+2	1.219880E-3	-8.994390E-5
1.806140E+2	1.093160E-3	-9.399700E-5
1.847104E+2	9.549890E-4	-9.718580E-5
1.888068E+2	8.040700E-4	-9.948060E-5
1.929032E+2	6.555360E-4	-1.007030E-4
1.969996E+2	5.136770E-4	-1.009110E-4
2.007236E+2	3.755110E-4	-1.001360E-4
2.048200E+2	2.391350E-4	-9.837790E-5
2.089164E+2	1.175410E-4	-9.581490E-5
2.130128E+2	1.192100E-7	-9.197040E-5
2.171092E+2	-1.015670E-4	-8.720210E-5
2.208332E+2	-1.838220E-4	-8.162900E-5
2.249296E+2	-2.515330E-4	-7.510230E-5
2.290260E+2	-3.017210E-4	-6.753250E-5
2.327500E+2	-3.335490E-4	-5.912800E-5
2.368464E+2	-3.471390E-4	-4.985950E-5
2.405704E+2	-3.416560E-4	-3.990550E-5
2.446668E+2	-3.178140E-4	-2.908720E-5
2.487632E+2	-2.706070E-4	-1.645100E-5
2.528596E+2	-2.114780E-4	-4.351170E-6
2.569560E+2	-1.328000E-4	8.881150E-6
2.610524E+2	-4.065060E-5	2.238170E-5
2.647764E+2	6.115480E-5	3.600140E-5
2.688728E+2	1.693970E-4	4.956150E-5
2.729692E+2	2.892040E-4	6.401590E-5
2.770656E+2	4.192610E-4	7.933420E-5
2.811620E+2	5.447900E-4	9.384800E-5
2.856308E+2	6.831920E-4	1.101500E-4
2.893548E+2	8.034740E-4	1.247830E-4
2.934512E+2	9.224450E-4	1.399820E-4
2.975476E+2	1.029020E-3	1.545560E-4
3.012716E+2	1.125220E-3	1.690990E-4
3.053680E+2	1.206880E-3	1.831060E-4
3.094644E+2	1.276140E-3	1.972920E-4
3.135608E+2	1.329670E-3	2.114190E-4
3.176572E+2	1.361500E-3	2.244120E-4
3.217536E+2	1.374490E-3	2.374660E-4
3.258500E+2	1.367460E-3	2.495070E-4
3.295740E+2	1.341950E-3	2.604440E-4
3.336704E+2	1.296290E-3	2.710840E-4
3.377668E+2	1.233230E-3	2.806800E-4
3.414908E+2	1.154910E-3	2.894120E-4
3.455872E+2	1.060250E-3	2.974590E-4
3.496836E+2	9.518900E-4	3.044030E-4
3.534076E+2	8.318460E-4	3.103930E-4
3.575040E+2	7.035770E-4	3.154300E-4
3.600044E+2	5.718510E-4	3.193340E-4
