1st harmonic(V)503007	2nd harmonic(V)503007	Bex(Oe)503007	
1.421210E-1	5.291140E-4	7.000039E+4
1.421210E-1	5.291140E-4	7.000039E+4
1.421210E-1	5.291740E-4	7.000039E+4
1.421210E-1	5.292330E-4	7.000039E+4
1.421210E-1	5.292330E-4	7.000039E+4
1.421210E-1	5.292930E-4	7.000039E+4
1.421210E-1	5.293530E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.294720E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.294720E-4	7.000039E+4
1.421210E-1	5.294720E-4	7.000039E+4
1.421210E-1	5.294720E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.297100E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.297100E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.296510E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295910E-4	7.000039E+4
1.421210E-1	5.295310E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.294120E-4	7.000039E+4
1.421210E-1	5.293530E-4	7.000039E+4
1.421210E-1	5.293530E-4	7.000039E+4
1.421210E-1	5.292930E-4	7.000039E+4
1.421210E-1	5.292330E-4	7.000039E+4
1.421210E-1	5.292330E-4	7.000039E+4
1.421210E-1	5.292330E-4	7.000039E+4
1.421210E-1	5.292930E-4	7.000039E+4
1.421210E-1	5.292930E-4	7.000071E+4
1.421210E-1	5.292930E-4	7.000065E+4
1.421210E-1	5.292930E-4	7.000062E+4
1.421210E-1	5.292930E-4	7.000067E+4
1.421210E-1	5.292330E-4	7.000062E+4
1.421210E-1	5.291140E-4	7.000070E+4
1.421210E-1	5.290550E-4	7.000067E+4
1.421210E-1	5.289950E-4	7.000062E+4
1.421210E-1	5.289350E-4	7.000062E+4
1.421210E-1	5.289350E-4	7.000062E+4
1.421210E-1	5.289950E-4	7.000065E+4
1.421210E-1	5.289950E-4	7.000067E+4
1.421210E-1	5.289950E-4	7.000062E+4
1.421210E-1	5.289350E-4	7.000062E+4
1.421210E-1	5.289350E-4	7.000062E+4
1.421210E-1	5.288160E-4	7.000070E+4
