d600	V1st600	V600	
3.724000E-1	3.807080E-3	-4.209610E-6
4.468800E+0	3.826160E-3	-4.157450E-6
8.565200E+0	3.995930E-3	-4.000990E-6
1.228920E+1	4.308730E-3	-3.904130E-6
1.675800E+1	4.720720E-3	-3.755110E-6
2.085440E+1	5.088840E-3	-3.807260E-6
2.457840E+1	5.424530E-3	-4.112750E-6
2.904720E+1	5.760220E-3	-4.544880E-6
3.314360E+1	6.031070E-3	-4.939760E-6
3.724000E+1	6.244690E-3	-5.461300E-6
4.096400E+1	6.416350E-3	-6.154210E-6
4.506040E+1	6.540330E-3	-6.996120E-6
4.915680E+1	6.603270E-3	-7.897670E-6
5.325320E+1	6.605180E-3	-8.970560E-6
5.734960E+1	6.549870E-3	-9.954030E-6
6.144600E+1	6.439240E-3	-1.106420E-5
6.554240E+1	6.296190E-3	-1.207740E-5
6.926640E+1	6.134060E-3	-1.326210E-5
7.336280E+1	5.924250E-3	-1.441690E-5
7.745920E+1	5.657230E-3	-1.578040E-5
8.155560E+1	5.325350E-3	-1.727060E-5
8.565200E+1	4.953410E-3	-1.887240E-5
8.974840E+1	4.571940E-3	-2.055630E-5
9.384480E+1	4.177120E-3	-2.223260E-5
9.756880E+1	3.767030E-3	-2.394630E-5
1.020376E+2	3.330250E-3	-2.589830E-5
1.057616E+2	2.910630E-3	-2.798450E-5
1.102304E+2	2.515810E-3	-2.992160E-5
1.139544E+2	2.164860E-3	-3.185890E-5
1.180508E+2	1.848230E-3	-3.375880E-5
1.221472E+2	1.571660E-3	-3.535320E-5
1.258712E+2	1.335150E-3	-3.698490E-5
1.299676E+2	1.129160E-3	-3.844520E-5
1.340640E+2	9.880140E-4	-3.982360E-5
1.377880E+2	8.964580E-4	-4.072510E-5
1.418844E+2	8.583110E-4	-4.189480E-5
1.459808E+2	8.831060E-4	-4.278890E-5
1.504496E+2	9.670290E-4	-4.357870E-5
1.541736E+2	1.102450E-3	-4.410770E-5
1.582700E+2	1.293190E-3	-4.451750E-5
1.619940E+2	1.523980E-3	-4.454730E-5
1.660904E+2	1.815800E-3	-4.447270E-5
1.701868E+2	2.130520E-3	-4.433120E-5
1.742832E+2	2.481480E-3	-4.409280E-5
1.783796E+2	2.862950E-3	-4.370530E-5
1.824760E+2	3.257770E-3	-4.344460E-5
1.862000E+2	3.662120E-3	-4.306460E-5
1.902964E+2	4.085570E-3	-4.252810E-5
1.943928E+2	4.497560E-3	-4.205880E-5
1.984892E+2	4.900010E-3	-4.140310E-5
2.022132E+2	5.271940E-3	-4.086670E-5
2.063096E+2	5.615260E-3	-4.018120E-5
2.104060E+2	5.929980E-3	-3.958520E-5
2.145024E+2	6.204630E-3	-3.875070E-5
2.185988E+2	6.443050E-3	-3.800560E-5
2.223228E+2	6.616620E-3	-3.719350E-5
2.264192E+2	6.742510E-3	-3.641870E-5
2.305156E+2	6.816890E-3	-3.537560E-5
2.346120E+2	6.828340E-3	-3.447410E-5
2.387084E+2	6.780650E-3	-3.331180E-5
2.428048E+2	6.675750E-3	-3.231340E-5
2.465288E+2	6.507900E-3	-3.103190E-5
2.509976E+2	6.292370E-3	-3.002600E-5
2.547216E+2	6.040600E-3	-2.903500E-5
2.591904E+2	5.693470E-3	-2.792490E-5
2.632868E+2	5.329160E-3	-2.675520E-5
2.673832E+2	4.962950E-3	-2.569720E-5
2.714796E+2	4.529980E-3	-2.457210E-5
2.755760E+2	4.116090E-3	-2.361850E-5
2.796724E+2	3.683110E-3	-2.286590E-5
2.837688E+2	3.273030E-3	-2.213580E-5
2.874928E+2	2.847690E-3	-2.124920E-5
2.919616E+2	2.393740E-3	-2.044450E-5
2.964304E+2	2.014180E-3	-1.982610E-5
3.005268E+2	1.665120E-3	-1.903630E-5
3.046232E+2	1.365670E-3	-1.828380E-5
3.083472E+2	1.104360E-3	-1.747920E-5
3.128160E+2	9.098090E-4	-1.679370E-5
3.165400E+2	7.686650E-4	-1.615300E-5
3.206364E+2	6.771120E-4	-1.505770E-5
3.243604E+2	6.465950E-4	-1.434990E-5
3.284568E+2	6.732980E-4	-1.323230E-5
3.325532E+2	7.648510E-4	-1.218180E-5
3.366496E+2	9.098090E-4	-1.125040E-5
3.407460E+2	1.113900E-3	-1.022970E-5
3.448424E+2	1.352320E-3	-9.194070E-6
3.489388E+2	1.649860E-3	-8.128640E-6
3.526628E+2	1.976030E-3	-7.152590E-6
3.567592E+2	2.328890E-3	-6.191460E-6
3.600044E+2	2.723710E-3	-5.327190E-6
