d-400	V1st-400	V-400	
3.724000E-1	3.001710E-4	2.625900E-4
4.096400E+0	2.938530E-4	2.625600E-4
8.192800E+0	2.396120E-4	2.625900E-4
1.191680E+1	1.331580E-4	2.624110E-4
1.601320E+1	4.410770E-6	2.617850E-4
1.973720E+1	-1.245750E-4	2.605040E-4
2.420600E+1	-2.483150E-4	2.584480E-4
2.793000E+1	-3.573910E-4	2.556760E-4
3.202640E+1	-4.526400E-4	2.521590E-4
3.612280E+1	-5.282200E-4	2.483450E-4
3.984680E+1	-5.903280E-4	2.436650E-4
4.394320E+1	-6.340780E-4	2.381210E-4
4.803960E+1	-6.557740E-4	2.321910E-4
5.213600E+1	-6.556550E-4	2.256940E-4
5.623240E+1	-6.352700E-4	2.190180E-4
5.995640E+1	-5.958120E-4	2.118660E-4
6.405280E+1	-5.391870E-4	2.045340E-4
6.814920E+1	-4.761240E-4	1.977990E-4
7.187320E+1	-3.967300E-4	1.905870E-4
7.634200E+1	-2.976670E-4	1.825400E-4
8.006600E+1	-1.775040E-4	1.737480E-4
8.416240E+1	-4.267720E-5	1.645400E-4
8.825880E+1	9.703680E-5	1.554200E-4
9.198280E+1	2.453350E-4	1.460920E-4
9.607920E+1	4.055520E-4	1.361980E-4
1.001756E+2	5.688700E-4	1.261240E-4
1.038996E+2	7.270610E-4	1.163190E-4
1.079960E+2	8.847750E-4	1.062760E-4
1.120924E+2	1.033670E-3	9.644080E-5
1.158164E+2	1.166950E-3	8.714250E-5
1.199128E+2	1.290690E-3	7.778450E-5
1.240092E+2	1.401070E-3	6.863520E-5
1.277332E+2	1.495490E-3	5.972410E-5
1.318296E+2	1.576190E-3	5.069400E-5
1.359260E+2	1.635920E-3	4.240890E-5
1.403948E+2	1.678470E-3	3.364710E-5
1.444912E+2	1.697070E-3	2.515330E-5
1.485876E+2	1.692780E-3	1.794110E-5
1.523116E+2	1.669060E-3	1.132490E-5
1.564080E+2	1.625070E-3	5.215440E-6
1.605044E+2	1.559860E-3	-6.556550E-7
1.646008E+2	1.474980E-3	-6.139310E-6
1.686972E+2	1.379740E-3	-1.066930E-5
1.724212E+2	1.269820E-3	-1.460320E-5
1.765176E+2	1.149660E-3	-1.785170E-5
1.802416E+2	1.020800E-3	-2.038490E-5
1.843380E+2	8.832250E-4	-2.232210E-5
1.884344E+2	7.331410E-4	-2.384200E-5
1.925308E+2	5.829370E-4	-2.461680E-5
1.966272E+2	4.335660E-4	-2.461680E-5
2.007236E+2	2.921840E-4	-2.387180E-5
2.044476E+2	1.605760E-4	-2.247110E-5
2.085440E+2	3.790880E-5	-2.044450E-5
2.126404E+2	-7.462550E-5	-1.776230E-5
2.171092E+2	-1.810800E-4	-1.412640E-5
2.208332E+2	-2.610700E-4	-1.022230E-5
2.249296E+2	-3.242510E-4	-5.781680E-6
2.290260E+2	-3.713390E-4	-5.960500E-7
2.327500E+2	-3.987570E-4	5.006820E-6
2.368464E+2	-4.074590E-4	1.105670E-5
2.405704E+2	-3.964920E-4	1.773250E-5
2.446668E+2	-3.668090E-4	2.485530E-5
2.487632E+2	-3.144760E-4	3.302120E-5
2.528596E+2	-2.508180E-4	4.082940E-5
2.565836E+2	-1.707090E-4	4.920390E-5
2.606800E+2	-7.474470E-5	5.799560E-5
2.647764E+2	3.457090E-5	6.723450E-5
2.685004E+2	1.467480E-4	7.614540E-5
2.725968E+2	2.714410E-4	8.583120E-5
2.766932E+2	4.047170E-4	9.596390E-5
2.804172E+2	5.353730E-4	1.057390E-4
2.845136E+2	6.700790E-4	1.159910E-4
2.886100E+2	7.967990E-4	1.259160E-4
2.923340E+2	9.207760E-4	1.359890E-4
2.964304E+2	1.046190E-3	1.468670E-4
3.005268E+2	1.150020E-3	1.567020E-4
3.046232E+2	1.244550E-3	1.667150E-4
3.087196E+2	1.321080E-3	1.761030E-4
3.124436E+2	1.380090E-3	1.850440E-4
3.165400E+2	1.423010E-3	1.941330E-4
3.206364E+2	1.446370E-3	2.028360E-4
3.247328E+2	1.449000E-3	2.114480E-4
3.288292E+2	1.431470E-3	2.188690E-4
3.329256E+2	1.390350E-3	2.264990E-4
3.370220E+2	1.331930E-3	2.330250E-4
3.411184E+2	1.255640E-3	2.390160E-4
3.452148E+2	1.165870E-3	2.442320E-4
3.489388E+2	1.060370E-3	2.488510E-4
3.530352E+2	9.366310E-4	2.529640E-4
3.571316E+2	8.119380E-4	2.561530E-4
3.600044E+2	6.809270E-4	2.587160E-4
