d100	V1st100	V100	
3.724000E-1	5.493200E-4	8.732130E-5
4.096400E+0	5.493200E-4	8.708290E-5
8.192800E+0	4.882850E-4	8.690400E-5
1.228920E+1	3.662130E-4	8.678480E-5
1.601320E+1	2.441420E-4	8.684440E-5
2.010960E+1	9.155320E-5	8.690400E-5
2.420600E+1	-3.051780E-5	8.726170E-5
2.830240E+1	-1.220710E-4	8.785770E-5
3.239880E+1	-2.441420E-4	8.851340E-5
3.649520E+1	-3.051780E-4	8.922860E-5
4.059160E+1	-3.967300E-4	9.024190E-5
4.431560E+1	-4.272480E-4	9.107640E-5
4.841200E+1	-4.577660E-4	9.214920E-5
5.213600E+1	-4.577660E-4	9.375860E-5
5.623240E+1	-4.577660E-4	9.530830E-5
6.070120E+1	-4.272480E-4	9.679840E-5
6.442520E+1	-3.662130E-4	9.870580E-5
6.889400E+1	-3.051780E-4	1.002550E-4
7.261800E+1	-2.441420E-4	1.015070E-4
7.671440E+1	-1.525890E-4	1.036530E-4
8.081080E+1	-6.103560E-5	1.057390E-4
8.490720E+1	6.103560E-5	1.081230E-4
8.900360E+1	2.136240E-4	1.103880E-4
9.310000E+1	3.356950E-4	1.127130E-4
9.719640E+1	4.882850E-4	1.152760E-4
1.016652E+2	6.408730E-4	1.178980E-4
1.053892E+2	7.934610E-4	1.204610E-4
1.098580E+2	9.155310E-4	1.230250E-4
1.139544E+2	1.037610E-3	1.255880E-4
1.180508E+2	1.159680E-3	1.277340E-4
1.221472E+2	1.281750E-3	1.298790E-4
1.262436E+2	1.373300E-3	1.322040E-4
1.299676E+2	1.434330E-3	1.339330E-4
1.340640E+2	1.495370E-3	1.361980E-4
1.381604E+2	1.525890E-3	1.378660E-4
1.422568E+2	1.525890E-3	1.394160E-4
1.463532E+2	1.525890E-3	1.413830E-4
1.500772E+2	1.495370E-3	1.426940E-4
1.541736E+2	1.464850E-3	1.437080E-4
1.582700E+2	1.403820E-3	1.452570E-4
1.623664E+2	1.312260E-3	1.465090E-4
1.664628E+2	1.220710E-3	1.473440E-4
1.701868E+2	1.129160E-3	1.478800E-4
1.742832E+2	1.007090E-3	1.482380E-4
1.783796E+2	8.544960E-4	1.487150E-4
1.824760E+2	7.324260E-4	1.492510E-4
1.862000E+2	5.798380E-4	1.496680E-4
1.902964E+2	4.272480E-4	1.495490E-4
1.943928E+2	3.051780E-4	1.490720E-4
1.984892E+2	1.525890E-4	1.485360E-4
2.025856E+2	3.051780E-5	1.479400E-4
2.066820E+2	-9.155320E-5	1.470460E-4
2.104060E+2	-2.136240E-4	1.462710E-4
2.148748E+2	-3.051780E-4	1.454960E-4
2.185988E+2	-3.967300E-4	1.446020E-4
2.226952E+2	-4.577660E-4	1.432310E-4
2.267916E+2	-5.188030E-4	1.416810E-4
2.308880E+2	-5.188030E-4	1.405490E-4
2.349844E+2	-5.188030E-4	1.388800E-4
2.387084E+2	-5.188030E-4	1.370320E-4
2.428048E+2	-4.882850E-4	1.354820E-4
2.469012E+2	-4.272480E-4	1.334560E-4
2.509976E+2	-3.662130E-4	1.314890E-4
2.550940E+2	-2.746600E-4	1.297010E-4
2.588180E+2	-1.831060E-4	1.273760E-4
2.629144E+2	-6.103560E-5	1.255280E-4
2.670108E+2	6.103560E-5	1.230250E-4
2.711072E+2	2.136240E-4	1.212360E-4
2.752036E+2	3.662130E-4	1.189710E-4
2.793000E+2	4.882850E-4	1.166470E-4
2.833964E+2	6.408730E-4	1.145010E-4
2.874928E+2	7.934610E-4	1.122360E-4
2.912168E+2	9.155310E-4	1.101500E-4
2.953132E+2	1.068120E-3	1.078250E-4
