d100	V1st100	V100	
3.724000E-1	-1.483160E-2	-6.562510E-4
4.468800E+0	-1.486210E-2	-6.563100E-4
8.565200E+0	-1.495370E-2	-6.564300E-4
1.228920E+1	-1.516730E-2	-6.564890E-4
1.638560E+1	-1.544200E-2	-6.566680E-4
2.048200E+1	-1.568620E-2	-6.570850E-4
2.420600E+1	-1.593030E-2	-6.574430E-4
2.830240E+1	-1.617440E-2	-6.579790E-4
3.239880E+1	-1.635750E-2	-6.583370E-4
3.649520E+1	-1.651010E-2	-6.591710E-4
4.021920E+1	-1.666270E-2	-6.596480E-4
4.431560E+1	-1.678480E-2	-6.603640E-4
4.841200E+1	-1.684580E-2	-6.611380E-4
5.250840E+1	-1.690690E-2	-6.620330E-4
5.623240E+1	-1.687630E-2	-6.631650E-4
6.032880E+1	-1.684580E-2	-6.639990E-4
6.442520E+1	-1.675430E-2	-6.651920E-4
6.814920E+1	-1.666270E-2	-6.661450E-4
7.224560E+1	-1.654060E-2	-6.672780E-4
7.634200E+1	-1.638810E-2	-6.684100E-4
8.006600E+1	-1.620500E-2	-6.693040E-4
8.416240E+1	-1.599130E-2	-6.705560E-4
8.788640E+1	-1.577770E-2	-6.718080E-4
9.198280E+1	-1.550300E-2	-6.729400E-4
9.607920E+1	-1.522830E-2	-6.742510E-4
1.001756E+2	-1.495370E-2	-6.755630E-4
1.042720E+2	-1.467900E-2	-6.766950E-4
1.083684E+2	-1.437380E-2	-6.777680E-4
1.124648E+2	-1.406870E-2	-6.785430E-4
1.165612E+2	-1.385500E-2	-6.794370E-4
1.202852E+2	-1.361090E-2	-6.804500E-4
1.247540E+2	-1.339730E-2	-6.813440E-4
1.288504E+2	-1.318370E-2	-6.821190E-4
1.329468E+2	-1.306160E-2	-6.827150E-4
1.370432E+2	-1.293950E-2	-6.834310E-4
1.411396E+2	-1.287850E-2	-6.841460E-4
1.452360E+2	-1.281740E-2	-6.847420E-4
1.493324E+2	-1.281740E-2	-6.851590E-4
1.530564E+2	-1.284800E-2	-6.856360E-4
1.571528E+2	-1.293950E-2	-6.858740E-4
1.608768E+2	-1.303110E-2	-6.859940E-4
1.649732E+2	-1.318370E-2	-6.861130E-4
1.690696E+2	-1.333620E-2	-6.860530E-4
1.727936E+2	-1.354990E-2	-6.861130E-4
1.768900E+2	-1.376350E-2	-6.857550E-4
1.813588E+2	-1.403810E-2	-6.854570E-4
1.854552E+2	-1.431280E-2	-6.852780E-4
1.895516E+2	-1.455690E-2	-6.847420E-4
1.936480E+2	-1.486210E-2	-6.842650E-4
1.973720E+2	-1.510630E-2	-6.836690E-4
2.014684E+2	-1.535040E-2	-6.834310E-4
2.055648E+2	-1.562510E-2	-6.828350E-4
2.096612E+2	-1.583870E-2	-6.824170E-4
2.137576E+2	-1.605240E-2	-6.817020E-4
2.178540E+2	-1.626600E-2	-6.811660E-4
2.219504E+2	-1.641860E-2	-6.807480E-4
2.260468E+2	-1.654060E-2	-6.800930E-4
2.297708E+2	-1.663220E-2	-6.795560E-4
2.338672E+2	-1.669320E-2	-6.789600E-4
2.379636E+2	-1.669320E-2	-6.779470E-4
2.416876E+2	-1.669320E-2	-6.774110E-4
2.457840E+2	-1.660170E-2	-6.768140E-4
2.498804E+2	-1.654060E-2	-6.760990E-4
2.536044E+2	-1.638810E-2	-6.753840E-4
2.580732E+2	-1.623550E-2	-6.747280E-4
2.617972E+2	-1.605240E-2	-6.735360E-4
2.658936E+2	-1.583870E-2	-6.727020E-4
2.699900E+2	-1.562510E-2	-6.720460E-4
2.737140E+2	-1.541140E-2	-6.709730E-4
2.778104E+2	-1.513680E-2	-6.701390E-4
2.819068E+2	-1.489260E-2	-6.693040E-4
2.860032E+2	-1.458750E-2	-6.687080E-4
2.900996E+2	-1.434330E-2	-6.681720E-4
2.941960E+2	-1.406870E-2	-6.675760E-4
2.982924E+2	-1.382450E-2	-6.672180E-4
3.023888E+2	-1.361090E-2	-6.663240E-4
3.064852E+2	-1.342780E-2	-6.656680E-4
3.102092E+2	-1.327520E-2	-6.649530E-4
3.143056E+2	-1.312260E-2	-6.641780E-4
3.184020E+2	-1.303110E-2	-6.635820E-4
3.224984E+2	-1.297000E-2	-6.630460E-4
3.265948E+2	-1.293950E-2	-6.626290E-4
3.303188E+2	-1.297000E-2	-6.623310E-4
3.344152E+2	-1.300050E-2	-6.619730E-4
3.385116E+2	-1.312260E-2	-6.619130E-4
3.429804E+2	-1.327520E-2	-6.613770E-4
3.470768E+2	-1.342780E-2	-6.611980E-4
3.511732E+2	-1.361090E-2	-6.613170E-4
3.552696E+2	-1.385500E-2	-6.610790E-4
3.593660E+2	-1.406870E-2	-6.610790E-4
3.600044E+2	-1.434330E-2	-6.610790E-4
