d200	V1st200	V200	
3.724000E-1	-1.504520E-2	-6.508860E-4
4.468800E+0	-1.507570E-2	-6.508860E-4
8.192800E+0	-1.516730E-2	-6.513040E-4
1.228920E+1	-1.538090E-2	-6.516020E-4
1.638560E+1	-1.565560E-2	-6.521980E-4
2.048200E+1	-1.589980E-2	-6.526750E-4
2.457840E+1	-1.617440E-2	-6.535690E-4
2.830240E+1	-1.638810E-2	-6.544630E-4
3.239880E+1	-1.657120E-2	-6.557140E-4
3.612280E+1	-1.675430E-2	-6.567870E-4
4.059160E+1	-1.687630E-2	-6.580990E-4
4.431560E+1	-1.699840E-2	-6.596480E-4
4.803960E+1	-1.705940E-2	-6.611380E-4
5.213600E+1	-1.709000E-2	-6.629270E-4
5.623240E+1	-1.709000E-2	-6.645360E-4
6.032880E+1	-1.705940E-2	-6.667410E-4
6.442520E+1	-1.696790E-2	-6.684700E-4
6.814920E+1	-1.687630E-2	-6.702580E-4
7.224560E+1	-1.675430E-2	-6.719270E-4
7.596960E+1	-1.660170E-2	-6.736550E-4
8.006600E+1	-1.638810E-2	-6.758610E-4
8.416240E+1	-1.617440E-2	-6.777680E-4
8.825880E+1	-1.593030E-2	-6.799140E-4
9.198280E+1	-1.565560E-2	-6.822980E-4
9.607920E+1	-1.538090E-2	-6.842050E-4
9.980320E+1	-1.510630E-2	-6.865300E-4
1.038996E+2	-1.480110E-2	-6.886760E-4
1.079960E+2	-1.449590E-2	-6.907620E-4
1.120924E+2	-1.422130E-2	-6.925500E-4
1.158164E+2	-1.397710E-2	-6.943380E-4
1.199128E+2	-1.370250E-2	-6.962460E-4
1.240092E+2	-1.348880E-2	-6.980340E-4
1.281056E+2	-1.330570E-2	-6.995830E-4
1.322020E+2	-1.312260E-2	-7.005970E-4
1.359260E+2	-1.300050E-2	-7.014310E-4
1.400224E+2	-1.290900E-2	-7.021460E-4
1.441188E+2	-1.284800E-2	-7.032790E-4
1.478428E+2	-1.281740E-2	-7.042920E-4
1.519392E+2	-1.284800E-2	-7.050670E-4
1.560356E+2	-1.290900E-2	-7.056630E-4
1.597596E+2	-1.300050E-2	-7.060210E-4
1.638560E+2	-1.312260E-2	-7.064980E-4
1.679524E+2	-1.327520E-2	-7.067360E-4
1.716764E+2	-1.345830E-2	-7.067360E-4
1.757728E+2	-1.367190E-2	-7.063780E-4
1.798692E+2	-1.391610E-2	-7.060800E-4
1.839656E+2	-1.416020E-2	-7.056040E-4
1.880620E+2	-1.443490E-2	-7.051860E-4
1.921584E+2	-1.470950E-2	-7.042330E-4
1.962548E+2	-1.498420E-2	-7.033980E-4
2.003512E+2	-1.525880E-2	-7.026830E-4
2.040752E+2	-1.550300E-2	-7.016100E-4
2.081716E+2	-1.571670E-2	-7.003580E-4
2.118956E+2	-1.593030E-2	-6.993450E-4
2.159920E+2	-1.614390E-2	-6.982130E-4
2.200884E+2	-1.629650E-2	-6.968420E-4
2.238124E+2	-1.644910E-2	-6.955300E-4
2.279088E+2	-1.654060E-2	-6.939810E-4
2.320052E+2	-1.663220E-2	-6.928480E-4
2.357292E+2	-1.666270E-2	-6.917160E-4
2.398256E+2	-1.666270E-2	-6.901660E-4
2.439220E+2	-1.663220E-2	-6.886760E-4
2.480184E+2	-1.657120E-2	-6.871260E-4
2.521148E+2	-1.644910E-2	-6.855760E-4
2.558388E+2	-1.632700E-2	-6.837290E-4
2.599352E+2	-1.614390E-2	-6.820600E-4
2.640316E+2	-1.596080E-2	-6.802120E-4
2.677556E+2	-1.574720E-2	-6.786620E-4
2.718520E+2	-1.550300E-2	-6.768740E-4
2.759484E+2	-1.525880E-2	-6.750860E-4
2.804172E+2	-1.498420E-2	-6.730590E-4
2.841412E+2	-1.474000E-2	-6.715690E-4
2.882376E+2	-1.449590E-2	-6.699000E-4
2.919616E+2	-1.425180E-2	-6.684100E-4
2.960580E+2	-1.400760E-2	-6.665620E-4
3.005268E+2	-1.376350E-2	-6.650720E-4
3.042508E+2	-1.358040E-2	-6.636420E-4
3.083472E+2	-1.339730E-2	-6.623900E-4
3.124436E+2	-1.327520E-2	-6.610790E-4
3.161676E+2	-1.315310E-2	-6.599460E-4
3.202640E+2	-1.309210E-2	-6.586950E-4
3.243604E+2	-1.306160E-2	-6.575030E-4
3.284568E+2	-1.306160E-2	-6.563700E-4
3.325532E+2	-1.309210E-2	-6.555950E-4
3.362772E+2	-1.318370E-2	-6.548800E-4
3.403736E+2	-1.330570E-2	-6.541050E-4
3.444700E+2	-1.345830E-2	-6.535690E-4
3.485664E+2	-1.364140E-2	-6.532110E-4
3.526628E+2	-1.385500E-2	-6.526750E-4
3.567592E+2	-1.409920E-2	-6.525550E-4
3.600044E+2	-1.434330E-2	-6.522570E-4
